date,strategy,portfolio_value,cash,positions_value,return_pct,num_positions,spy_return_pct,qqq_return_pct
2026-08-21,Quality_Momentum_AI,9945.23,2490.5,7454.73,-0.55,4,5.6,3.1
2026-08-21,Balanced_AI,9979.55,3876.61,6102.94,-0.2,4,5.6,3.1
2026-08-21,Low_Risk_AI,10162.83,5871.56,4291.27,1.63,4,5.6,3.1
2026-08-21,MegaCap_AI,9541.91,7368.17,2173.74,-4.58,1,5.6,3.1
2026-08-21,AI_Sentiment_AI,10009.46,3305.21,6704.25,0.09,4,5.6,3.1
2026-08-24,Max_Return_AI,9937.28,694.01,9243.27,-0.63,4,5.42,2.29
2026-08-24,Quality_Momentum_AI,9933.17,1176.24,8756.94,-0.67,4,5.42,2.29
2026-08-24,Balanced_AI,9974.06,2704.78,7269.28,-0.26,4,5.42,2.29
2026-08-24,Low_Risk_AI,10160.72,4940.72,5220.0,1.61,4,5.42,2.29
2026-08-24,MegaCap_AI,9494.92,7368.17,2126.75,-5.05,1,5.42,2.29
2026-08-24,AI_Sentiment_AI,10004.78,1997.52,8007.26,0.05,4,5.42,2.29
2026-08-25,Max_Return_AI,9937.98,2.78,9935.2,-0.62,4,5.61,2.53
2026-08-25,Quality_Momentum_AI,9945.95,1176.24,8769.71,-0.54,4,5.61,2.53
2026-08-25,Balanced_AI,9996.08,2704.78,7291.3,-0.04,4,5.61,2.53
2026-08-25,Low_Risk_AI,10167.75,4940.72,5227.03,1.68,4,5.61,2.53
2026-08-25,MegaCap_AI,9498.59,7368.17,2130.42,-5.01,1,5.61,2.53
2026-08-25,AI_Sentiment_AI,10030.73,1997.52,8033.21,0.31,4,5.61,2.53
